#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name              accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#      ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
RGDI01000003.1_RG1990038 -          cas5                 cd09688         0.41   -0.6   0.0       1.9   -2.8   0.0   1.4   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas5                 cd09688          1.5   -2.5   4.4       0.3   -0.2   0.2   1.8   2   0   0   2   2   2   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas7                 cd09689         0.89   -2.5   0.0       4.4   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas7                 cd09689         0.89   -2.5   0.0       4.4   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas7                 cd09689         0.89   -2.5   0.0       4.4   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas7                 cd09689         0.89   -2.5   0.0       4.4   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas7                 cd09689            7  -20.5  25.9       1.9   -3.6   4.5   2.3   2   1   1   3   3   3   0 RG2477003
LTBA01000016.1_RG2477003 -          cas7                 cd09690            7  -17.5  21.4         7   -6.7   5.5   2.4   2   0   0   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038 -          cas8b1               cd09691         0.34   -1.2   0.2       1.5   -3.3   0.2   1.3   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cas8b1               cd09691          0.4   -1.5   0.0       4.1   -4.8   0.0   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas8b1               cd09691            7  -55.3  74.5      0.25   -0.8   3.8   4.9   2   1   2   4   4   4   0 RG2477003
RGDI01000003.1_RG1990038   -          cas5                 cd09692         0.25   -0.2   0.0      0.71   -1.7   0.0   1.4   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334   -          cas5                 cd09692         0.32   -0.6   0.0       1.7   -3.0   0.0   1.4   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cas5                 cd09692         0.86   -2.0   0.0       4.5   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas5                 cd09692         0.86   -2.0   0.0       4.5   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas5                 cd09692         0.86   -2.0   0.0       4.5   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas5                 cd09692         0.86   -2.0   0.0       4.5   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas5                 cd09692            7  -21.7  26.6       2.8   -3.7   0.6   3.0   2   1   1   3   3   3   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas5                 cd09693         0.17    0.5   0.1      0.72   -1.6   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          cas5                 cd09693         0.17    0.5   0.1      0.72   -1.6   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          cas5                 cd09693         0.17    0.5   0.1      0.72   -1.6   0.0   1.6   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          cas5                 cd09693         0.17    0.5   0.1      0.72   -1.6   0.0   1.6   2   0   0   2   2   2   0 RG179391
LTBA01000016.1_RG2477003   -          cas5                 cd09693         0.78   -1.7   0.0       4.6   -4.2   0.0   1.3   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334   -          cas5                 cd09693         0.99   -2.0   0.0       5.6   -4.5   0.0   1.2   1   0   0   1   1   1   0 RG1990334
RGDD01000075.1_RG1990334   -          csm6                 cd09694          0.6   -1.5   0.0       2.9   -3.7   0.0   1.3   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          csm6                 cd09694         0.62   -1.5   0.0       2.5   -3.5   0.0   1.3   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          csm6                 cd09694         0.71   -1.7   0.0         7   -5.4   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm6                 cd09694         0.71   -1.7   0.0         7   -5.4   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm6                 cd09694         0.71   -1.7   0.0         7   -5.4   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm6                 cd09694         0.71   -1.7   0.0         7   -5.4   0.0   1.3   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334 -          csx16                cd09695         0.67   -0.9   0.0         7   -4.3   0.0   1.4   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas3                 cd09696         0.45   -3.2   0.4       1.5   -5.0   0.4   1.1   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038   -          cas8b2               cd09697         0.55   -2.2   1.1       1.1   -3.3   1.1   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas8b2               cd09697          1.7   -3.9   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8b2               cd09697          1.7   -3.9   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8b2               cd09697          1.7   -3.9   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8b2               cd09697          1.7   -3.9   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8b2               cd09697            7  -77.0 111.3       1.5   -3.7   1.3   4.6   2   1   2   4   4   4   0 RG2477003
RGDI01000003.1_RG1990038   -          cas8a1               cd09698          0.5   -2.1   0.1       1.7   -3.8   0.1   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas8a1               cd09698         0.74   -2.7   0.0       1.8   -4.0   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8a1               cd09698         0.74   -2.7   0.0       1.8   -4.0   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8a1               cd09698         0.74   -2.7   0.0       1.8   -4.0   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8a1               cd09698         0.74   -2.7   0.0       1.8   -4.0   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8a1               cd09698            7   -8.7   9.5       2.8   -4.6   0.3   1.8   2   1   0   2   2   2   0 RG2477003
CAIJFF010000603.1_RG179391 -          csm6                 cd09699         0.24   -1.0   0.2      0.43   -1.8   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm6                 cd09699         0.24   -1.0   0.2      0.43   -1.8   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm6                 cd09699         0.24   -1.0   0.2      0.43   -1.8   0.2   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm6                 cd09699         0.24   -1.0   0.2      0.43   -1.8   0.2   1.2   1   0   0   1   1   1   0 RG179391
RGDI01000003.1_RG1990038   -          csm6                 cd09699         0.54   -2.2   0.0       5.1   -5.4   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003   -          csm6                 cd09699            7  -34.8  39.3       1.9   -3.9   1.7   2.6   3   1   1   4   4   4   0 RG2477003
CAIJFF010000603.1_RG179391 -          csx10gr5             cd09700          0.6   -2.5   0.0       6.4   -5.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csx10gr5             cd09700          0.6   -2.5   0.0       6.4   -5.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csx10gr5             cd09700          0.6   -2.5   0.0       6.4   -5.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csx10gr5             cd09700          0.6   -2.5   0.0       6.4   -5.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          cas10                cd09701         0.36   -3.0   0.1       3.4   -6.2   0.1   1.1   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          cas10                cd09701         0.47   -3.4   0.1       3.4   -6.2   0.1   1.1   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas10                cd09701          1.5   -5.1   0.0         7   -8.3   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas10                cd09701          1.5   -5.1   0.0         7   -8.3   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas10                cd09701          1.5   -5.1   0.0         7   -8.3   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas10                cd09701          1.5   -5.1   0.0         7   -8.3   0.0   1.0   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas10                cd09701            7  -75.1 101.8      0.11   -1.3   2.0   4.8   5   1   1   6   6   6   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas6                 cd09703         0.75   -1.6   0.0         7   -4.9   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas6                 cd09703         0.75   -1.6   0.0         7   -4.9   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas6                 cd09703         0.75   -1.6   0.0         7   -4.9   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas6                 cd09703         0.75   -1.6   0.0         7   -4.9   0.0   1.3   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas6                 cd09703         0.84   -1.8   0.0         7   -5.2   0.0   1.3   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          cas9                 cd09704         0.11   -0.7   0.8      0.16   -1.3   0.8   1.2   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          cas9                 cd09704         0.29   -2.1   0.0       1.1   -4.0   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas9                 cd09704            7  -61.3  84.3      0.49   -2.9   0.3   3.0   2   1   0   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038   -          csf1gr8              cd09705          0.4   -0.7   0.0       1.1   -2.2   0.0   1.3   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          csf1gr8              cd09705          1.1   -2.1   0.0         7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csf1gr8              cd09705          1.1   -2.1   0.0         7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csf1gr8              cd09705          1.1   -2.1   0.0         7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csf1gr8              cd09705          1.1   -2.1   0.0         7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          csf3gr5              cd09707          0.4   -1.1   0.1       1.3   -2.8   0.1   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003   -          csf3gr5              cd09707         0.45   -1.3   0.2       5.3   -4.8   0.2   1.4   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038   -          csf3gr5              cd09707         0.55   -1.5   0.0       1.6   -3.1   0.0   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          csf3gr5              cd09707         0.77   -2.0   0.0       5.6   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csf3gr5              cd09707         0.77   -2.0   0.0       5.6   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csf3gr5              cd09707         0.77   -2.0   0.0       5.6   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csf3gr5              cd09707         0.77   -2.0   0.0       5.6   -4.8   0.0   1.2   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334 -          DinG                 cd09708            1   -3.5   0.0         7   -6.7   0.0   1.1   1   0   0   1   1   1   0 RG1990334
RGDD01000075.1_RG1990334 -          csc2gr7              cd09709         0.24   -0.3   0.1       1.5   -2.9   0.1   1.5   2   0   0   2   2   2   0 RG1990334
RGDI01000003.1_RG1990038 -          csc2gr7              cd09709         0.44   -1.2   0.0       3.4   -4.1   0.0   1.3   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csc2gr7              cd09709          1.2   -2.7   3.2       1.7   -3.1   0.0   1.7   2   0   0   2   2   2   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas3                 cd09710         0.67   -2.5   0.1       6.6   -5.8   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas3                 cd09710         0.67   -2.5   0.1       6.6   -5.8   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas3                 cd09710         0.67   -2.5   0.1       6.6   -5.8   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas3                 cd09710         0.67   -2.5   0.1       6.6   -5.8   0.1   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas3                 cd09710            7   -7.7  12.2     0.063    0.8   0.8   2.3   2   0   0   2   2   2   0 RG2477003
RGDD01000075.1_RG1990334   -          csc1gr5              cd09711         0.31   -0.7   0.0       2.1   -3.4   0.0   1.4   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          csc1gr5              cd09711         0.63   -1.7   0.0       3.5   -4.1   0.0   1.3   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          csc1gr5              cd09711         0.69   -1.8   0.0       4.2   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csc1gr5              cd09711         0.69   -1.8   0.0       4.2   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csc1gr5              cd09711         0.69   -1.8   0.0       4.2   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csc1gr5              cd09711         0.69   -1.8   0.0       4.2   -4.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          csc1gr5              cd09711            6   -4.9   7.2       1.6   -3.1   0.1   2.1   2   1   0   2   2   2   0 RG2477003
LTBA01000016.1_RG2477003 -          cas10d               cd09712            7  -12.8  15.0      0.44   -3.0   2.1   1.8   2   0   0   2   2   2   0 RG2477003
RGDD01000075.1_RG1990334 -          cas8b3               cd09714          0.5   -0.9   0.1         2   -2.8   0.1   1.4   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas8b3               cd09714            7  -16.7  21.0      0.79   -1.5   1.1   3.0   3   2   0   3   3   3   0 RG2477003
RGDD01000075.1_RG1990334 -          cas8b4               cd09715        0.077    0.5   0.0      0.15   -0.4   0.0   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas8b4               cd09715            7  -13.1  19.4         7  -14.3  19.4   1.5   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas5                 cd09716         0.92   -2.2   0.1       3.2   -4.0   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas5                 cd09716         0.92   -2.2   0.1       3.2   -4.0   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas5                 cd09716         0.92   -2.2   0.1       3.2   -4.0   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas5                 cd09716         0.92   -2.2   0.1       3.2   -4.0   0.1   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas5                 cd09716            7  -17.7  22.0      0.57   -1.5   0.3   3.1   3   0   0   3   3   3   0 RG2477003
LTBA01000016.1_RG2477003 -          cas7b                cd09717         0.16    0.1   0.0      0.76   -2.2   0.0   1.6   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas7b                cd09717         0.95   -2.5   0.2         7   -5.6   0.2   1.2   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cas7b                cd09717          1.1   -2.7   0.0       6.9   -5.3   0.0   1.1   1   0   0   1   1   1   0 RG1990334
RGDD01000075.1_RG1990334 -          cas1                 cd09718         0.11    0.4   0.1      0.29   -1.0   0.1   1.4   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas1                 cd09718            7  -17.7  25.2     0.063    1.2   1.9   3.0   4   0   0   4   4   4   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas1                 cd09719         0.86   -2.4   0.0       5.4   -5.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas1                 cd09719         0.86   -2.4   0.0       5.4   -5.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas1                 cd09719         0.86   -2.4   0.0       5.4   -5.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas1                 cd09719         0.86   -2.4   0.0       5.4   -5.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003 -          cas1                 cd09720            7  -33.4  42.2      0.97   -2.6   0.3   3.5   3   1   0   4   4   4   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas1                 cd09721        0.027    2.2   0.0     0.071    0.8   0.0   1.5   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          cas1                 cd09721        0.027    2.2   0.0     0.071    0.8   0.0   1.5   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          cas1                 cd09721        0.027    2.2   0.0     0.071    0.8   0.0   1.5   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          cas1                 cd09721        0.027    2.2   0.0     0.071    0.8   0.0   1.5   2   0   0   2   2   2   0 RG179391
RGDI01000003.1_RG1990038 -          cas1                 cd09722         0.29   -0.9   0.1      0.94   -2.5   0.1   1.4   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cas1                 cd09722         0.76   -2.2   0.0       5.1   -4.9   0.0   1.2   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas1                 cd09722            7  -23.3  34.2      0.15    0.1   0.8   4.3   2   1   1   4   4   4   0 RG2477003
RGDI01000003.1_RG1990038 -          csx1                 cd09723         0.12    1.5   0.8      0.75   -1.0   0.1   1.9   1   1   1   2   2   2   0 RG1990038
LTBA01000016.1_RG2477003 -          csx1                 cd09723         0.34    0.1   4.7      0.69   -0.9   1.1   3.2   2   0   0   2   2   2   0 RG2477003
RGDD01000075.1_RG1990334 -          csx1                 cd09723         0.41   -0.2   0.0         7   -4.5   0.0   1.6   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas8a1               cd09724         0.53   -2.0   2.1       2.6   -4.3   2.1   1.5   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          cas2                 cd09725         0.43   -0.1   0.0       3.8   -3.1   0.0   1.6   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas2                 cd09725            7   -8.6  13.5       1.9   -2.1   0.2   3.7   3   0   0   3   3   3   0 RG2477003
RGDD01000075.1_RG1990334   -          csm3gr7              cd09726            1   -0.7   0.0         7   -3.6   0.0   1.4   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          csm3gr7              cd09726          1.7   -1.4   0.0         7   -4.2   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm3gr7              cd09726          1.7   -1.4   0.0         7   -4.2   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm3gr7              cd09726          1.7   -1.4   0.0         7   -4.2   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm3gr7              cd09726          1.7   -1.4   0.0         7   -4.2   0.0   1.3   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          csm3gr7              cd09726            7  -22.5  39.1       2.3   -1.9   0.7   5.2   3   2   1   4   4   4   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas6e                cd09727        0.002    6.9   0.8    0.0041    5.9   0.3   1.8   2   0   0   2   2   2   1 RG179391
CAIKUN010000204.1_RG179391 -          cas6e                cd09727        0.002    6.9   0.8    0.0041    5.9   0.3   1.8   2   0   0   2   2   2   1 RG179391
CAILXL010000619.1_RG179391 -          cas6e                cd09727        0.002    6.9   0.8    0.0041    5.9   0.3   1.8   2   0   0   2   2   2   1 RG179391
CAIVOT010000198.1_RG179391 -          cas6e                cd09727        0.002    6.9   0.8    0.0041    5.9   0.3   1.8   2   0   0   2   2   2   1 RG179391
LTBA01000016.1_RG2477003   -          cas6e                cd09727          1.1   -2.1   0.0       6.5   -4.6   0.0   1.2   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          csx1                 cd09728          0.5   -1.6   0.2       2.5   -3.9   0.2   1.3   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          csx1                 cd09728         0.99   -2.6   3.3       0.7   -2.1   0.8   1.6   2   0   0   2   2   2   0 RG1990038
LTBA01000016.1_RG2477003 -          csx1                 cd09728            7  -93.5 133.3      0.31   -0.9   2.8   6.8   4   2   2   8   8   8   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas8e                cd09729         0.54   -2.0   0.1       2.5   -4.2   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8e                cd09729         0.54   -2.0   0.1       2.5   -4.2   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8e                cd09729         0.54   -2.0   0.1       2.5   -4.2   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8e                cd09729         0.54   -2.0   0.1       2.5   -4.2   0.1   1.2   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          cas8e                cd09729          1.5   -3.5   0.0         7   -6.6   0.0   1.1   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          cas8b1               cd09730      0.00067    7.4   0.3    0.0012    6.6   0.3   1.3   1   0   0   1   1   1   1 RG1990038
RGDD01000075.1_RG1990334   -          cas8b1               cd09730       0.0022    5.7   2.0    0.0043    4.7   2.0   1.4   1   0   0   1   1   1   1 RG1990334
CAIJFF010000603.1_RG179391 -          cas8b1               cd09730          2.3   -4.2   0.1         7   -6.4   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8b1               cd09730          2.3   -4.2   0.1         7   -6.4   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8b1               cd09730          2.3   -4.2   0.1         7   -6.4   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8b1               cd09730          2.3   -4.2   0.1         7   -6.4   0.1   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8b1               cd09730            7  -75.4 119.5      0.58   -2.3   0.7   5.7   2   1   4   6   6   6   0 RG2477003
CAIJFF010000603.1_RG179391 -          cse2gr11             cd09731         0.46   -0.2   0.6       1.6   -1.9   0.6   1.6   1   1   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cse2gr11             cd09731         0.46   -0.2   0.6       1.6   -1.9   0.6   1.6   1   1   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cse2gr11             cd09731         0.46   -0.2   0.6       1.6   -1.9   0.6   1.6   1   1   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cse2gr11             cd09731         0.46   -0.2   0.6       1.6   -1.9   0.6   1.6   1   1   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cse2gr11             cd09731         0.95   -1.2   0.3       2.6   -2.6   0.3   1.3   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          csx1                 cd09732        0.031    2.5   0.0     0.065    1.4   0.0   1.4   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          csx1                 cd09732         0.29   -0.7   0.2      0.66   -1.9   0.2   1.3   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csx1                 cd09732            7  -31.2  52.6     0.074    1.2   1.4   4.4   3   1   0   3   3   3   0 RG2477003
LTBA01000016.1_RG2477003 -          cas6                 cd09733        0.033    2.9   0.1       0.2    0.3   0.1   2.2   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas6                 cd09733         0.32   -0.3   0.0       3.3   -3.6   0.0   1.5   1   0   0   1   1   1   0 RG1990038
RGDI01000003.1_RG1990038 -          cas5u                cd09734         0.26   -1.2   0.2      0.59   -2.4   0.2   1.2   1   0   0   1   1   1   0 RG1990038
RGDI01000003.1_RG1990038 -          cas8f                cd09735         0.48   -2.0   0.0       1.6   -3.6   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas8f                cd09735            7  -21.5  24.0         2   -4.0   3.1   2.1   3   0   0   3   3   3   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas7f                cd09737        0.076    1.1   0.0      0.13    0.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas7f                cd09737        0.076    1.1   0.0      0.13    0.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas7f                cd09737        0.076    1.1   0.0      0.13    0.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas7f                cd09737        0.076    1.1   0.0      0.13    0.4   0.0   1.2   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          cas7f                cd09737         0.57   -1.7   0.4         2   -3.5   0.0   1.3   2   0   0   2   2   2   0 RG1990334
LTBA01000016.1_RG2477003   -          cas7f                cd09737            7   -5.4   7.4      0.68   -2.0   1.9   1.8   2   0   0   2   2   2   0 RG2477003
LTBA01000016.1_RG2477003   -          cas7                 cd09738          0.2    0.8   6.1     0.021    3.9   0.2   2.4   2   0   0   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038   -          cas7                 cd09738         0.21    0.7   0.0      0.55   -0.7   0.0   1.5   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas7                 cd09738         0.63   -0.9   0.0       3.5   -3.3   0.0   1.4   1   0   0   1   1   1   0 RG179391
